Ichnogenera,Author Ichnogenera,Ichnoespecies,Author ichnospecie,Ichnoconcept,Ichnoconcept name,Concept described in,Paper year,Period/Epoch,age (Ma),Low interval age (Ma),Upper interval age (Ma),Ethology,Pre- Postdepositational,Locality,Abundance,Settings,Deep-sea zone,Epeiric sea,Depth mbsl core sample,Depth-specific or outcrop rough estimated,Low depth interval (m),Upper depth interval (m),Sedimentary structures related,Ichno acronimum,Sediment type,grain size,Grain size mm,Low interval grain size mm,Upper grain size mm,Outcrop or sediment,Outcrop,Core,Country,Coordenates,Basin,Siliciclastic or Carbonaceous,Siliciclastic,Carbonate,Mix,Ash ,BI,UTM Coordenates,Lat,S-N,Long,E-W,Latitude (Y) decimal degrees,Longitude (X) decimal degrees,Full Reference
Planolites,,,,ichnoassemblage,"Vertical distribution of trace fossils in Section 2, Bundle 3","Savary, Olivero & Gaillard, 2004.",2004,Late Barremian (Early Cretaceous),129.4-125,129.4,125,,,Pas-de-la-Cluse locality.,,,"hemipelagic-iner part of a fan, with proximity to slope",0,,,,,,,,"very coarse <=1mm, coarse 0.6 mm<1mm, medium 0.2 <0.6mm, fine 0.1 mm <0.2mm",,0.1,0.6,outcrop,1,0,"Southeastern, France",,,Carbonate system,0,1,0,0,,31 N 666660 4922320,,N,,E,44.43498311,5.09407579,"Savary, B., Olivero, D., & Gaillard, C. (2004). Calciturbidite dynamics and endobenthic colonisation: example from a late Barremian (Early Cretaceous) succession in southeastern France. Palaeogeography, Palaeoclimatology, Palaeoecology, 211(3-4), 221-239."
Zoophycos,,,,ichnoassemblage,"Vertical distribution of trace fossils in Section 2, Bundle 3","Savary, Olivero & Gaillard, 2004.",2004,Late Barremian (Early Cretaceous),129.4-125,129.4,125,,,Pas-de-la-Cluse locality.,,,"hemipelagic-iner part of a fan, with proximity to slope",0,,,,,,,0.1-0.2mm,"very coarse <=1mm, coarse 0.6 mm<1mm, medium 0.2 <0.6mm, fine 0.1 mm <0.2mm",,0.1,1,outcrop,1,0,"Southeastern, France",,,Carbonate system,0,1,0,0,,31 N 666660 4922320,,N,,E,44.43498311,5.09407579,"Savary, B., Olivero, D., & Gaillard, C. (2004). Calciturbidite dynamics and endobenthic colonisation: example from a late Barremian (Early Cretaceous) succession in southeastern France. Palaeogeography, Palaeoclimatology, Palaeoecology, 211(3-4), 221-239."
Chondrites,,,,ichnoassemblage,"Vertical distribution of trace fossils in Section 2, Bundle 3","Savary, Olivero & Gaillard, 2004.",2004,Late Barremian (Early Cretaceous),129.4-125,129.4,125,,,Pas-de-la-Cluse locality.,,,"hemipelagic-iner part of a fan, with proximity to slope",0,,,,,,,,"very coarse <=1mm, coarse 0.6 mm<1mm, medium 0.2 <0.6mm, fine 0.1 mm <0.2mm",,0.1,0.6,outcrop,1,0,"Southeastern, France",,,Carbonate system,0,1,0,0,,31 N 666660 4922320,,N,,E,44.43498311,5.09407579,"Savary, B., Olivero, D., & Gaillard, C. (2004). Calciturbidite dynamics and endobenthic colonisation: example from a late Barremian (Early Cretaceous) succession in southeastern France. Palaeogeography, Palaeoclimatology, Palaeoecology, 211(3-4), 221-239."
Taenidium,,,,ichnoassemblage,"Vertical distribution of trace fossils in Section 2, Bundle 3","Savary, Olivero & Gaillard, 2004.",2004,Late Barremian (Early Cretaceous),129.4-125,129.4,125,,,Pas-de-la-Cluse locality.,,,"hemipelagic-iner part of a fan, with proximity to slope",0,,,,,,,,"very coarse <=1mm, coarse 0.6 mm<1mm, medium 0.2 <0.6mm, fine 0.1 mm <0.2mm",,0.1,0.6,outcrop,1,0,"Southeastern, France",,,Carbonate system,0,1,0,0,,31 N 666660 4922320,,N,,E,44.43498311,5.09407579,"Savary, B., Olivero, D., & Gaillard, C. (2004). Calciturbidite dynamics and endobenthic colonisation: example from a late Barremian (Early Cretaceous) succession in southeastern France. Palaeogeography, Palaeoclimatology, Palaeoecology, 211(3-4), 221-239."
Zoophycos,,,,,,"Gaillard, Hennebert & Olivero, 1999.",1999,Lower Carboniferous,358.9±0.4-346.7±0.4,359.3,346.3,,,Tournai area (Belgium),,,deep/water carbonate ramp/ more than 100 m depth,0,,,,,"thick beds 30 cm, rare cross stratification",,monotonous mudstones and wackestones wth ocasional packstones,fine grained limestones,,,,Outcrop,1,0,Belgium,,,dark micritic limestones,0,1,0,0,,31 N 527393 5606335,,N,,E,50.6082608,3.38713255,"Gaillard, C., Hennebert, M., & Olivero, D. (1999). Lower carboniferous Zoophycosfrom the Tournai area (Belgium): Environmental and ethologic significance. Geobios, 32(4), 513-524."
Spirophyton,,,,,,"Gaillard, Hennebert & Olivero, 1999.",1999,Lower Carboniferous,358.9±0.4-346.7±0.4,359.3,346.3,,,Tournai area (Belgium),,,deep/water carbonate ramp/ more than 100 m depth,0,,,,,"thick beds 30 cm, rare cross stratification",,monotonous mudstones and wackestones wth ocasional packstones,fine grained limestones,,,,Outcrop,1,0,Belgium,,,dark micritic limestones,0,1,0,0,,31 N 527393 5606335,,N,,E,50.6082608,3.38713255,"Gaillard, C., Hennebert, M., & Olivero, D. (1999). Lower carboniferous Zoophycosfrom the Tournai area (Belgium): Environmental and ethologic significance. Geobios, 32(4), 513-524."
Phycosiphon-like,,,,,,"Gaillard, Hennebert & Olivero, 1999.",1999,Lower Carboniferous,358.9±0.4-346.7±0.4,359.3,346.3,,,Tournai area (Belgium),,,deep/water carbonate ramp/ more than 100 m depth,0,,,,,"thick beds 30 cm, rare cross stratification",,monotonous mudstones and wackestones wth ocasional packstones,fine grained limestones,,,,Outcrop,1,0,Belgium,,,dark micritic limestones,0,1,0,0,,31 N 527393 5606335,,N,,E,50.6082608,3.38713255,"Gaillard, C., Hennebert, M., & Olivero, D. (1999). Lower carboniferous Zoophycosfrom the Tournai area (Belgium): Environmental and ethologic significance. Geobios, 32(4), 513-524."
Helminthopsis-like,,,,,,"Gaillard, Hennebert & Olivero, 1999.",1999,Lower Carboniferous,358.9±0.4-346.7±0.4,359.3,346.3,,,Tournai area (Belgium),,,deep/water carbonate ramp/ more than 100 m depth,0,,,,,"thick beds 30 cm, rare cross stratification",,monotonous mudstones and wackestones wth ocasional packstones,fine grained limestones,,,,Outcrop,1,0,Belgium,,,dark micritic limestones,0,1,0,0,,31 N 527393 5606335,,N,,E,50.6082608,3.38713255,"Gaillard, C., Hennebert, M., & Olivero, D. (1999). Lower carboniferous Zoophycosfrom the Tournai area (Belgium): Environmental and ethologic significance. Geobios, 32(4), 513-524."
Schaubcylindrichnus,,,,Bioturbation,,"Reynolds et al., 2015",2015,Carboniferous Kuna Formation,358.9±0.4-298.9±0.15,359.3,346.3,,,"Red Dog district, Alaska",,"Red Dog Sediment-hosted massive sulfide deposit,  ",Distal slope settings-middle to outer shelf,0,,,,,"The smaller burrows are composed of quartz in a matrix of sphalerite, pyrite, quartz, and/or barite.  Lower O2, ore zones or the barite- and quartz-rich rocks ",,"siliceous black mudstone and shale, lesser calcareous interbeds, locally black chert and nodular barite layers, IT has teh burrow size!!",,,0.0039,0.0625,Drill core logs,0,1,"Aqqaluk, Alaska",,,"siliceous black mudstone and shale, lesser calcareous interbeds, locally black chert and nodular barite layers",0,0,0,0,4-6.0,03 N 591478 7554320,,N,,W,68.0881529,-162.8030346,"Reynolds, M. A., Gingras, M. K., Gleeson, S. A., & Stemler, J. U. (2015). More than a trace of oxygen: Ichnological constraints on the formation of the giant Zn-Pb-Ag±Ba deposits, Red Dog district, Alaska. Geology, 43(10), 867-870."
Chondrites,,,,Bioturbation,,"Reynolds et al., 2015",2015,Carboniferous Kuna Formation,358.9±0.4-298.9±0.15,359.3,346.3,,,"Red Dog district, Alaska",,"Red Dog Sediment-hosted massive sulfide deposit, Carboniferous Kuna Formation ",Distal slope settings-middle to outer shelf,0,,,,,"The smaller burrows are composed of quartz in a matrix of sphalerite, pyrite, quartz, and/or barite.  Lower O2, ore zones or the barite- and quartz-rich rocks ",,"siliceous black mudstone and shale, lesser calcareous interbeds, locally black chert and nodular barite layers, IT has teh burrow size!!",,,0.0039,0.0625,Drill core logs,0,1,"Aqqaluk, Alaska",,,"siliceous black mudstone and shale, lesser calcareous interbeds, locally black chert and nodular barite layers",0,0,0,0,4-6.0,03 N 591478 7554320,,N,,W,68.0881529,-162.8030346,"Reynolds, M. A., Gingras, M. K., Gleeson, S. A., & Stemler, J. U. (2015). More than a trace of oxygen: Ichnological constraints on the formation of the giant Zn-Pb-Ag±Ba deposits, Red Dog district, Alaska. Geology, 43(10), 867-870."
Schaubcylindrichnus,,,,,,"Campbell et al., 2006",2006,Pliocene ,5.333-2.58,5.333,2.58,,,"Quinault Formation, Washington",,,mid-shelf depths,0,,,,,"mudstone clasts, and individual Rosselia traces, or along sandstone horizons",,"burrow-mottled, fine-grained sandy siltstones,",,,0.0078,0.0156,,0,0,,,,Siliciclastic ,0,0,0,0,,10T 438145 5261628,,,,,,,"Campbell, K. A., Nesbitt, E. A., & Bourgeois, J. (2006). Signatures of storms, oceanic floods and forearc tectonism in marine shelf strata of the Quinault Formation (Pliocene), Washington, USA. Sedimentology, 53(5), 945-969."
Chondrites,,,,,,"Campbell et al., 2006",2006,Pliocene ,5.333-2.58,5.333,2.58,,,"Quinault Formation, Washington",,,mid-shelf depths,0,,,,,"mudstone clasts, and individual Rosselia traces, or along sandstone horizons",,"burrow-mottled, fine-grained sandy siltstones,",,,0.0078,0.0156,,0,0,,,,Siliciclastic ,0,0,0,0,,10T 438145 5261628,,,,,,,"Campbell, K. A., Nesbitt, E. A., & Bourgeois, J. (2006). Signatures of storms, oceanic floods and forearc tectonism in marine shelf strata of the Quinault Formation (Pliocene), Washington, USA. Sedimentology, 53(5), 945-969."
Thalassinoides,,,,,,"Campbell et al., 2006",2006,Pliocene ,5.333-2.58,5.333,2.58,,,"Quinault Formation, Washington",,,mid-shelf depths,0,,,,,"mudstone clasts, and individual Rosselia traces, or along sandstone horizons",,"burrow-mottled, fine-grained sandy siltstones,",,,0.0078,0.0156,,0,0,,,,Siliciclastic ,0,0,0,0,,10T 438145 5261628,,,,,,,"Campbell, K. A., Nesbitt, E. A., & Bourgeois, J. (2006). Signatures of storms, oceanic floods and forearc tectonism in marine shelf strata of the Quinault Formation (Pliocene), Washington, USA. Sedimentology, 53(5), 945-969."
Rosselia,,,,,,"Campbell et al., 2006",2006,Pliocene ,5.333-2.58,5.333,2.58,,,"Quinault Formation, Washington",,,mid-shelf depths,0,,,,,"mudstone clasts, and individual Rosselia traces, or along sandstone horizons",,"burrow-mottled, fine-grained sandy siltstones,",,,0.0078,0.0156,,0,0,,,,Siliciclastic ,0,0,0,0,,10T 438145 5261628,,,,,,,"Campbell, K. A., Nesbitt, E. A., & Bourgeois, J. (2006). Signatures of storms, oceanic floods and forearc tectonism in marine shelf strata of the Quinault Formation (Pliocene), Washington, USA. Sedimentology, 53(5), 945-969."
Scolicia,,,,,,"Izumi, 2015",2015,Pliocene ,5.333-2.58,5.333,2.58,,,,,"continental slope deposits of the Shiramazu Formation, The Shiramazu Formation is approximately 450 m thick (Kotake 1989), and composed of alternating beds of par- allel-laminated tuffaceous sandstone and siltstone (Kotake 1988). Siltstone is generally massive, but parallel and convo- lute laminae are recognized (Kotake 1988)",middle bathyal trench-slope basin (aprox 2000 m depth),0,,2000,2000,2000,"hymatoderma specimens are often cut by other trace fossils such as Scolicia and Zoophycos, but Phymato- derma never cuts these ichnogenera. ",,,,,,,Outcrop,1,0,Japan,,"Pliocene to Pleistocene deep-marine deposits of the Chikura Group are exposed in the southern part of the Boso Peninsu- la, central Japan ","The Shiramazu Formation is approximately 450 m thick (Kotake 1989), and composed of alternating beds of par- allel-laminated tuffaceous sandstone and siltstone (Kotake 1988). Siltstone is generally massive, but parallel and convo- lute laminae are recognized (Kotake 1988). ",0,0,0,0,,54 N 402973 3865529,,N,,E,34.92759763,139.9376658,"Izumi, K. (2015). Deposit feeding by the Pliocene deep-sea macrobenthos, synchronized with phytodetritus input: Micropaleontological and geochemical evidence recorded in the trace fossil Phymatoderma. Palaeogeography, Palaeoclimatology, Palaeoecology, 431, 15-25."
Zoophycos,,,,,,"Izumi, 2015",2015,Pliocene ,5.333-2.58,5.333,2.58,,,,,"continental slope deposits of the Shiramazu Formation, The Shiramazu Formation is approximately 450 m thick (Kotake 1989), and composed of alternating beds of par- allel-laminated tuffaceous sandstone and siltstone (Kotake 1988). Siltstone is generally massive, but parallel and convo- lute laminae are recognized (Kotake 1988)",middle bathyal trench-slope basin (aprox 2000 m depth),0,,2000,2000,2000,"hymatoderma specimens are often cut by other trace fossils such as Scolicia and Zoophycos, but Phymato- derma never cuts these ichnogenera. ",,,,,,,Outcrop,1,0,Japan,,"Pliocene to Pleistocene deep-marine deposits of the Chikura Group are exposed in the southern part of the Boso Peninsu- la, central Japan ","The Shiramazu Formation is approximately 450 m thick (Kotake 1989), and composed of alternating beds of par- allel-laminated tuffaceous sandstone and siltstone (Kotake 1988). Siltstone is generally massive, but parallel and convo- lute laminae are recognized (Kotake 1988). ",0,0,0,0,,54 N 402973 3865529,,N,,E,34.92759763,139.9376658,
Phycosiphon ,,,,,,"Izumi, 2015",2015,Pliocene ,5.333-2.58,5.333,2.58,,,,,"continental slope deposits of the Shiramazu Formation, The Shiramazu Formation is approximately 450 m thick (Kotake 1989), and composed of alternating beds of par- allel-laminated tuffaceous sandstone and siltstone (Kotake 1988). Siltstone is generally massive, but parallel and convo- lute laminae are recognized (Kotake 1988)",middle bathyal trench-slope basin (aprox 2000 m depth),0,,2000,2000,2000,"hymatoderma specimens are often cut by other trace fossils such as Scolicia and Zoophycos, but Phymato- derma never cuts these ichnogenera. ",,,,,,,Outcrop,1,0,Japan,,"Pliocene to Pleistocene deep-marine deposits of the Chikura Group are exposed in the southern part of the Boso Peninsu- la, central Japan ","The Shiramazu Formation is approximately 450 m thick (Kotake 1989), and composed of alternating beds of par- allel-laminated tuffaceous sandstone and siltstone (Kotake 1988). Siltstone is generally massive, but parallel and convo- lute laminae are recognized (Kotake 1988). ",0,0,0,0,,54 N 402973 3865529,,N,,E,34.92759763,139.9376658,
Phymatoderma,,,,,,"Izumi, 2015",2015,Pliocene ,5.333-2.58,5.333,2.58,,,,,"continental slope deposits of the Shiramazu Formation, The Shiramazu Formation is approximately 450 m thick (Kotake 1989), and composed of alternating beds of par- allel-laminated tuffaceous sandstone and siltstone (Kotake 1988). Siltstone is generally massive, but parallel and convo- lute laminae are recognized (Kotake 1988)",middle bathyal trench-slope basin (aprox 2000 m depth),0,,2000,2000,2000,"horizontal, straight to slightly curved tunnels with an ellipsoidal cross-section. The tunnels are generally parallel to the bedding planes, showing first order, and less commonly second order branches, Each tunnel is filled with ellipsoidal pellets, which have light gray-colored muddy, black-colored scoriaceous, or white-col- ored volcanic-ash compositions  ",,,,,,,Outcrop,1,0,Japan,,"Pliocene to Pleistocene deep-marine deposits of the Chikura Group are exposed in the southern part of the Boso Peninsu- la, central Japan ","The Shiramazu Formation is approximately 450 m thick (Kotake 1989), and composed of alternating beds of par- allel-laminated tuffaceous sandstone and siltstone (Kotake 1988). Siltstone is generally massive, but parallel and convo- lute laminae are recognized (Kotake 1988). ",0,0,0,0,,54 N 402973 3865529,,N,,E,34.92759763,139.9376658,
Chondrites,,,,,,"Izumi, 2015",2015,Pliocene ,5.333-2.58,5.333,2.58,,,,,"continental slope deposits of the Shiramazu Formation, The Shiramazu Formation is approximately 450 m thick (Kotake 1989), and composed of alternating beds of par- allel-laminated tuffaceous sandstone and siltstone (Kotake 1988). Siltstone is generally massive, but parallel and convo- lute laminae are recognized (Kotake 1988)",middle bathyal trench-slope basin (aprox 2000 m depth),0,,2000,2000,2000,"The burrow diameters of Chondrites and Phycosiphon oc- curring in the host siltstone of the Shiramazu Formation range from 0.55–2.00 mm (n = 85; mean = 1.20 mm), and 0.75–2.00 mm (n = 135; mean = 1.38 mm), respectively ",,,"Phymatoderma tunnels reworked both by Chondrites and Phycosiphon are not recognized. This fact indicates that once colonized by the Phycosiphon-producer, Phymatoderma tunnel could not be colonized by the Chondrites-producer, probably due to some sort of exclusion. ",,,,Outcrop,1,0,Japan,,"Pliocene to Pleistocene deep-marine deposits of the Chikura Group are exposed in the southern part of the Boso Peninsu- la, central Japan ","The Shiramazu Formation is approximately 450 m thick (Kotake 1989), and composed of alternating beds of par- allel-laminated tuffaceous sandstone and siltstone (Kotake 1988). Siltstone is generally massive, but parallel and convo- lute laminae are recognized (Kotake 1988). ",0,0,0,0,,54 N 402973 3865529,,N,,E,34.92759763,139.9376658,
Scolicia,, type A,,ichnocoenoses,,"Manley and Lewis, 1998.",1998,Late Miocene,11.63-5.333,11.63,5.333,,,Mount Messenger Formation,,BFFTK,"600-900 upper bathyal system of deep-sea fans, basin floor",0,,600-900,600,900,silty sandstone beds with thin centimetre-decimetre scale mudstone interbeds,,silty sandstones,,,0.0039,0.125,Outcrop,1,0,New Zealand,,Taranaki,Siliciclastic ,0,0,0,0,,60H 252801 5646013,,,,,,,"Manley, R., & Lewis, D. W. (1998). Ichnocoenoses of the mount messenger formation, a Miocene submarine fan system, Taranaki Basin, New Zealand. New Zealand Journal of Geology and Geophysics, 41(1), 15-33."
Scolicia ,,type B,,ichnocoenoses,,"Manley and Lewis, 1998.",1998,Late Miocene,11.63-5.333,11.63,5.333,,,Mount Messenger Formation,,pCLC,"600-900 upper bathyal system of deep-sea fans, proximal levee overbank (mid or base of slope)",0,,600-900,600,900,metre-scale mudstone beds with decimetre-scale silty sandstone interbeds,,silty sandstone beds with thin centimetre-decimetre scale mudstone interbeds,,,0.0039,0.125,Outcrop,1,0,New Zealand,,Taranaki,Siliciclastic ,0,0,0,0,,60H 252801 5646013,,,,,,,
Planolites,,,,ichnocoenoses,,"Manley and Lewis, 1998.",1998,Late Miocene,11.63-5.333,11.63,5.333,,,Mount Messenger Formation,,BFFTK,"600-900 upper bathyal system of deep-sea fans, basin floor",0,,600-900,600,900,silty sandstone beds with thin centimetre-decimetre scale mudstone interbeds,,silty sandstone beds with thin centimetre-decimetre scale mudstone interbeds,,,0.0039,0.125,Outcrop,1,0,New Zealand,,Taranaki,Siliciclastic ,0,0,0,0,,60H 252801 5646013,,,,,,,
Thalassinoides,,,,ichnocoenoses,,"Manley and Lewis, 1998.",1998,Late Miocene,11.63-5.333,11.63,5.333,,,Mount Messenger Formation,,BFFTK,"600-900 upper bathyal system of deep-sea fans, basin floor",0,,600-900,600,900,silty sandstone beds with thin centimetre-decimetre scale mudstone interbeds,,silty sandstone beds with thin centimetre-decimetre scale mudstone interbeds,,,0.0039,0.125,Outcrop,1,0,New Zealand,,Taranaki,Siliciclastic ,0,0,0,0,,60H 252801 5646013,,,,,,,
Paleophycus,,,,ichnocoenoses,,"Manley and Lewis, 1998.",1998,Late Miocene,11.63-5.333,11.63,5.333,,,Mount Messenger Formation,,BFFTK,"600-900 upper bathyal system of deep-sea fans, basin floor",0,,600-900,600,900,silty sandstone beds with thin centimetre-decimetre scale mudstone interbeds,,silty sandstone beds with thin centimetre-decimetre scale mudstone interbeds,,,0.0039,0.125,Outcrop,1,0,New Zealand,,Taranaki,Siliciclastic ,0,0,0,0,,60H 252801 5646013,,,,,,,
